source_url,final_url,paper_id,title,paper_url,arxiv_id,arxiv_url,pdf_url,github_url,github_stars_text,extra_links
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2512.24601,Recursive Language Models,https://huggingface.co/papers/2512.24601,2512.24601,https://arxiv.org/abs/2512.24601,https://arxiv.org/pdf/2512.24601.pdf,https://github.com/alexzhang13/rlm,4.63k,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2407.17789,Very Large-Scale Multi-Agent Simulation in AgentScope,https://huggingface.co/papers/2407.17789,2407.17789,https://arxiv.org/abs/2407.17789,https://arxiv.org/pdf/2407.17789.pdf,https://github.com/modelscope/agentscope,26.9k,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2508.16279,AgentScope 1.0: A Developer-Centric Framework for Building Agentic Applications,https://huggingface.co/papers/2508.16279,2508.16279,https://arxiv.org/abs/2508.16279,https://arxiv.org/pdf/2508.16279.pdf,https://github.com/agentscope-ai/agentscope,26.9k,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2601.02163,EverMemOS: A Self-Organizing Memory Operating System for Structured Long-Horizon Reasoning,https://huggingface.co/papers/2601.02163,2601.02163,https://arxiv.org/abs/2601.02163,https://arxiv.org/pdf/2601.02163.pdf,https://github.com/EverMind-AI/EverMemOS,7.47k,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2410.17799,OmniFlatten: An End-to-end GPT Model for Seamless Voice Conversation,https://huggingface.co/papers/2410.17799,2410.17799,https://arxiv.org/abs/2410.17799,https://arxiv.org/pdf/2410.17799.pdf,https://github.com/karpathy/nanogpt,59.7k,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2512.10971,AI-Trader: Benchmarking Autonomous Agents in Real-Time Financial Markets,https://huggingface.co/papers/2512.10971,2512.10971,https://arxiv.org/abs/2512.10971,https://arxiv.org/pdf/2512.10971.pdf,https://github.com/HKUDS/AI-Trader,19.7k,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2501.13956,Zep: A Temporal Knowledge Graph Architecture for Agent Memory,https://huggingface.co/papers/2501.13956,2501.13956,https://arxiv.org/abs/2501.13956,https://arxiv.org/pdf/2501.13956.pdf,https://github.com/getzep/graphiti,27.5k,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2606.14702,OmniVideo-100K: A Dataset for Audio-Visual Reasoning through Structured Scripts and Evidence Chains,https://huggingface.co/papers/2606.14702,2606.14702,https://arxiv.org/abs/2606.14702,https://arxiv.org/pdf/2606.14702.pdf,https://github.com/MiG-NJU/OmniVideo-100K,29,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2606.02373,Harness-1: Reinforcement Learning for Search Agents with State-Externalizing Harnesses,https://huggingface.co/papers/2606.02373,2606.02373,https://arxiv.org/abs/2606.02373,https://arxiv.org/pdf/2606.02373.pdf,https://github.com/pat-jj/harness-1,637,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2410.05779,LightRAG: Simple and Fast Retrieval-Augmented Generation,https://huggingface.co/papers/2410.05779,2410.05779,https://arxiv.org/abs/2410.05779,https://arxiv.org/pdf/2410.05779.pdf,https://github.com/hkuds/lightrag,36.6k,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2605.20613,HRM-Text: Efficient Pretraining Beyond Scaling,https://huggingface.co/papers/2605.20613,2605.20613,https://arxiv.org/abs/2605.20613,https://arxiv.org/pdf/2605.20613.pdf,https://github.com/sapientinc/HRM-Text,1.36k,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2606.03748,Ultralytics YOLO26: Unified Real-Time End-to-End Vision Models,https://huggingface.co/papers/2606.03748,2606.03748,https://arxiv.org/abs/2606.03748,https://arxiv.org/pdf/2606.03748.pdf,https://github.com/ultralytics/ultralytics,58.4k,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2510.12323,RAG-Anything: All-in-One RAG Framework,https://huggingface.co/papers/2510.12323,2510.12323,https://arxiv.org/abs/2510.12323,https://arxiv.org/pdf/2510.12323.pdf,https://github.com/HKUDS/RAG-Anything,21.3k,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2512.16676,DataFlow: An LLM-Driven Framework for Unified Data Preparation and Workflow Automation in the Era of Data-Centric AI,https://huggingface.co/papers/2512.16676,2512.16676,https://arxiv.org/abs/2512.16676,https://arxiv.org/pdf/2512.16676.pdf,https://github.com/OpenDCAI/DataFlow,4.93k,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2604.14531,TRACER: Trace-Based Adaptive Cost-Efficient Routing for LLM Classification,https://huggingface.co/papers/2604.14531,2604.14531,https://arxiv.org/abs/2604.14531,https://arxiv.org/pdf/2604.14531.pdf,https://github.com/adrida/tracer,545,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2605.31264,COLLEAGUE.SKILL: Automated AI Skill Generation via Expert Knowledge Distillation,https://huggingface.co/papers/2605.31264,2605.31264,https://arxiv.org/abs/2605.31264,https://arxiv.org/pdf/2605.31264.pdf,https://github.com/titanwings/colleague-skill,19.4k,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2605.27882,VibeSearchBench: Benchmarking Long-horizon Proactive Search in the Wild,https://huggingface.co/papers/2605.27882,2605.27882,https://arxiv.org/abs/2605.27882,https://arxiv.org/pdf/2605.27882.pdf,https://github.com/VibeBench/VibeSearchBench,1.01k,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2606.13673,SpatialClaw: Rethinking Action Interface for Agentic Spatial Reasoning,https://huggingface.co/papers/2606.13673,2606.13673,https://arxiv.org/abs/2606.13673,https://arxiv.org/pdf/2606.13673.pdf,https://github.com/NVlabs/SpatialClaw,82,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2408.15998,Eagle: Exploring The Design Space for Multimodal LLMs with Mixture of Encoders,https://huggingface.co/papers/2408.15998,2408.15998,https://arxiv.org/abs/2408.15998,https://arxiv.org/pdf/2408.15998.pdf,https://github.com/nvlabs/eagle,2.49k,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2606.05121,Audio Interaction Model,https://huggingface.co/papers/2606.05121,2606.05121,https://arxiv.org/abs/2606.05121,https://arxiv.org/pdf/2606.05121.pdf,https://github.com/xzf-thu/Audio-Interaction,445,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2507.03009,PDFMathTranslate: Scientific Document Translation Preserving Layouts,https://huggingface.co/papers/2507.03009,2507.03009,https://arxiv.org/abs/2507.03009,https://arxiv.org/pdf/2507.03009.pdf,https://github.com/byaidu/pdfmathtranslate,34.9k,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2604.22085,Memanto: Typed Semantic Memory with Information-Theoretic Retrieval for Long-Horizon Agents,https://huggingface.co/papers/2604.22085,2604.22085,https://arxiv.org/abs/2604.22085,https://arxiv.org/pdf/2604.22085.pdf,https://github.com/moorcheh-ai/memanto,846,
https://paperswithcode.com/methods/large-language-model-llm,https://huggingface.co/papers/trending,2604.17091,GenericAgent: A Token-Efficient Self-Evolving LLM Agent via Contextual Information Density Maximization (V1.0),https://huggingface.co/papers/2604.17091,2604.17091,https://arxiv.org/abs/2604.17091,https://arxiv.org/pdf/2604.17091.pdf,https://github.com/lsdefine/GenericAgent,12.9k,
